satellite,timestamp,x_pred,y_pred,z_pred,vx_pred,vy_pred,vz_pred,x_truth,y_truth,z_truth,vx_truth,vy_truth,vz_truth,dx,dy,dz,dvx,dvy,dvz,dr,ds,dw,dvr,dvs,dvw
COSMOS 2024 (ETALON 2),2025-01-01 08:56:40.840224,-21498.970685954722,13614.555358176727,823.6751510494257,-0.9850732889281062,-1.3453448812069837,-3.591724035967218,-21499.716877768642,13613.894451845452,821.9682743337664,-0.9848364719837264,-1.345460308397378,-3.5917087240728733,-0.7461918139197223,-0.6609063312753278,-1.7068767156592912,0.00023681694437982515,-0.0001154271903942572,1.5311894344449684e-05,0.22146006865674597,1.958553438634676,0.14849710550479833,-0.00026119604011111007,-3.3834213092061556e-05,-1.6493337771391636e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:01:40.840224,-21771.019988303935,13196.304987281663,-254.34404411948537,-0.828267407236126,-1.4425042582060996,-3.593787616906809,-21771.696556574076,13195.608232675992,-256.0472028615857,-0.8280295511031,-1.4426113767149218,-3.5937589253063607,-0.6765682701407059,-0.6967546056712308,-1.7031587421002996,0.0002378561330260709,-0.00010711850882216822,2.8691600448382815e-05,0.2344190199319696,1.9411445191006251,0.14479980848631224,-0.00025920560856855653,-3.6997266166898714e-05,-1.7798249056308595e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:06:40.840224,-21995.74604235631,12749.370264550978,-1331.8102688667482,-0.669641656713793,-1.5365399402417097,-3.588037656702909,-21996.352681004828,12748.640047281602,-1333.5056918391617,-0.6694035008731589,-1.5366384693152213,-3.587995823637357,-0.6066386485181283,-0.7302172693762259,-1.695422972413553,0.00023815584063413553,-9.852907351159956e-05,4.1833065552054904e-05,0.2471336410012575,1.9221830553667518,0.14079783700462645,-0.0002572941823427377,-4.015257072402619e-05,-1.906994823072671e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:11:40.840224,-22172.654746326654,12274.719415585747,-2406.3806437381127,-0.5095423805541941,-1.6272456160531874,-3.57448488986347,-22173.191370674824,12273.95820297245,-2408.0643871935617,-0.5093046701149433,-1.6273353064152616,-3.5744301976742463,-0.5366243481694255,-0.7612126132971753,-1.6837434554490756,0.00023771043925080448,-8.969036207417957e-05,5.4692189223715104e-05,0.2595083596802572,1.9016900436473456,0.13650181906183068,-0.0002554530939738466,-4.328371029332655e-05,-2.029991976149065e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:16:40.840224,-22301.356433404544,11773.3814786482,-3475.718099159433,-0.34831933968598605,-1.7144222599126806,-3.553157310574079,-22301.823175279886,11772.591811424294,-3477.38630799792,-0.3480828068932169,-1.7145029156235978,-3.5530901038519005,-0.46674187534154044,-0.7896672239057807,-1.668208838486862,0.00023653279276913963,-8.065571091719903e-05,6.720672217852552e-05,0.27144707813729985,1.8796958628202187,0.13192034938311126,-0.0002536928956309579,-4.635096013957675e-05,-2.1479116956437745e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:21:40.840224,-22381.566776558262,11246.444054197862,-4537.496546978699,-0.18632490584423067,-1.797878556923024,-3.5241001231397604,-22381.963979717355,11245.628533565041,-4539.145471173812,-0.18609024788383977,-1.7979500086457847,-3.5240207922206537,-0.3972031590928964,-0.8155206328210625,-1.648924195113068,0.00023465796039090492,-7.145172276068479e-05,7.933091910672374e-05,0.28285358868921684,1.856244622467552,0.1270629855837242,-0.00025202562903299124,-4.933957997933721e-05,-2.2622774909247367e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:26:40.840224,-22413.107455321722,10695.050920052381,-5589.40603097295,-0.023913281886052573,-1.877431373390209,-3.4873756513343324,-22413.435668655133,10694.212195106906,-5591.032039090054,-0.02368117603691644,-1.8774935059464042,-3.4872846238749844,-0.32821333341053105,-0.8387249454754055,-1.6260081171039928,0.00023210584913613275,-6.213255619513802e-05,9.102745934796985e-05,0.2936319929482571,1.831392034597053,0.1219401148554029,-0.00025045905430667344,-5.222530536477776e-05,-2.3714082171908428e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:31:40.840224,-22395.90658267112,10120.399517698703,-6629.157844018265,0.1385603111848468,-1.9529061565262964,-3.4430632068051636,-22396.166554535648,10119.540272907218,-6630.757436302355,0.13878920066417777,-1.952958877211131,-3.442960955192575,-0.2599718645287794,-0.8592447914852528,-1.5995922840902494,0.0002288894793309737,-5.272068483463954e-05,0.00010225161258858861,0.30368993802832395,1.8052057491172688,0.11656364037074451,-0.0002489744020063921,-5.49901502500287e-05,-2.4760596839396868e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:36:40.840224,-22329.998890745526,9523.738315592609,-7654.489599686503,0.30074043532658834,-2.0241373419103184,-3.391258916958577,-22330.19155851595,9522.861258577661,-7656.059419750263,0.3009654906018113,-2.0241806289195665,-3.391145952296938,-0.19266777042503236,-0.87705701494815,-1.5698200637598347,0.00022505527522298507,-4.328700924816076e-05,0.00011296466163912555,0.3129364911686577,1.7777645671211153,0.11094505936258359,-0.00024759760574180075,-5.7595495066681436e-05,-2.5745707089487912e-05
COSMOS 2024 (ETALON 2),2025-01-01 09:41:40.840224,-22215.525674772092,8906.364055674563,-8663.170246137235,0.462272242315521,-2.090968731479734,-3.3320755124859716,-22215.652155091313,8905.471904552433,-8664.707092291164,0.46249287737737177,-2.0910025962857617,-3.3319523767149803,-0.12648031922071823,-0.8921511221305991,-1.5368461539292184,0.0002206350618507713,-3.3864806027850136e-05,0.00012313577099121176,0.32128470882134463,1.7491591986409276,0.10509629110251761,-0.0002463225961650516,-6.002393903421508e-05,-2.667169031245431e-05
