satellite,timestamp,x_pred,y_pred,z_pred,vx_pred,vy_pred,vz_pred,x_truth,y_truth,z_truth,vx_truth,vy_truth,vz_truth,dx,dy,dz,dvx,dvy,dvz,dr,ds,dw,dvr,dvs,dvw
LARETS,2025-01-01 02:21:19.591488,-6060.066325694439,3630.440486188108,14.5966129078505,0.5775588942351533,0.9345989317175736,7.431586419037231,-6060.139401749779,3630.3824064560326,13.6823063062939,0.5768426545328111,0.9351666556822238,7.4315286406529655,-0.07307605533969763,-0.05807973207538453,-0.9143066015565999,-0.0007162397023421363,0.000567723964650213,-5.7778384265461114e-05,0.030950570927491417,-0.9173207123257999,0.0472726103498389,0.0009060601040894625,-4.16175187924107e-05,0.0001263773035184378
LARETS,2025-01-01 02:26:19.591488,-5583.627500940231,3722.70812111771,2205.573391978621,2.5715307989794383,-0.32461733904438006,7.050411078797424,-5583.907290672057,3722.822860928777,2204.6891442886804,2.5708790313092322,-0.32403891697731524,7.050672889679845,-0.27978973182598565,0.11473981106701103,-0.8842476899408211,-0.0006517676702060271,0.000578422067064821,0.00026181088242083206,0.005536710938757239,-0.9306789976364787,0.08454255517175406,0.000901751597756968,-2.1029569564232032e-06,0.00012148150172805022
LARETS,2025-01-01 02:31:19.591488,-4543.373718837628,3439.0751334071374,4173.2932548349845,4.30422207612628,-1.5499609077696732,5.956188256297537,-4543.825830697863,3439.352099773481,4172.530084146378,4.303730411647848,-1.5494593399530459,5.9567310495312995,-0.4521118602351635,0.2769663663434585,-0.7631706886068059,-0.0004916644784316304,0.0005015678166273574,0.0005427932337624952,-0.025246212146840696,-0.9215282340206593,0.11701856636614077,0.0008812101191969375,4.5667622983890164e-05,9.649830403716374e-05
LARETS,2025-01-01 02:36:19.591488,-3044.8698305627076,2808.5828122891744,5719.052934435313,5.600730454203585,-2.617405562796648,4.261614090974945,-3045.434374683564,2808.9877306431945,5718.480324397795,5.600473774510647,-2.617052454683744,4.2623329203097455,-0.5645441208562261,0.4049183540200829,-0.5726100375177339,-0.0002566796929386328,0.00035310811290401034,0.0007188293348008301,-0.059274656136052206,-0.8872672765263274,0.14069288548903036,0.0008332770040063702,9.39397156252899e-05,6.411069457051075e-05
LARETS,2025-01-01 02:41:19.591488,-1239.672499943321,1895.2100837183434,6687.338271119393,6.331812339278713,-3.4200104876285877,2.1391473606108775,-1240.2749806525546,1895.6925033835191,6686.987759369148,6.3318108188079805,-3.4198463159166295,2.1398924938739583,-0.6024807092335323,0.482419665175712,-0.35051175024455006,-1.5204707324301125e-06,0.00016417171195826086,0.0007451332630807883,-0.09671212108648505,-0.827803016784334,0.15478745570617974,0.0007500978278836796,0.00013660740922702885,2.9494184790267953e-05
LARETS,2025-01-01 02:46:19.591488,690.2656154107207,791.1470712933999,6981.038528040117,6.425485610402234,-3.8780674771689974,-0.19769995203932922,689.69126753285,791.6496802887618,6980.898618765189,6.425663095595496,-3.8780960084086473,-0.197046444969601,-0.5743478778706503,0.5026089953619248,-0.1399092749279589,0.0001774851932623278,-2.8531239649964846e-05,0.0006535070697282208,-0.138185390296769,-0.7475285173444327,0.1554728462126873,0.0006603956351888134,0.0001495921081275608,-2.977115815031428e-05
LARETS,2025-01-01 02:51:19.591488,2550.752505879984,-392.4940450569331,6570.641557090665,5.8726176148129525,-3.946038383368773,-2.5153643745779846,2550.250642220265,-392.0268964864831,6570.678660555366,5.872918775201015,-3.946243182273804,-2.514855345779324,-0.5018636597187651,0.4671485704499787,0.03710346470143122,0.0003011603880622715,-0.00020479890503111164,0.000509028798660438,-0.17277766986081086,-0.6504077516023065,0.13634229118554037,0.0005939984954867518,0.00017262905360616838,-9.547505389348001e-05
LARETS,2025-01-01 02:56:19.591488,4154.401435652558,-1536.5966037221995,5497.015977786049,4.727396136730931,-3.6165297820780324,-4.581821450696225,4153.999963671461,-1536.209541190314,5497.176665799793,4.72774269882575,-3.6168495583387994,-4.581518347948986,-0.40147198109661986,0.38706253188547635,0.16068801374422037,0.0003465620948190917,-0.0003197762607669574,0.0003031027472388814,-0.19538476569072996,-0.5370125605538214,0.10129213246698729,0.0005095624416550139,0.00018709113412323543,-0.00013991584430047123
LARETS,2025-01-01 03:01:19.591488,5339.111169594934,-2525.7305924829348,3867.696773239869,3.1030788763528108,-2.9214561786066042,-6.188251894773202,5338.81284948563,-2525.4488834863464,3867.9219209341945,3.103407984352998,-2.921834783526265,-6.188133252200714,-0.29832010930385877,0.2817089965883497,0.22514769432564208,0.0003291080001872615,-0.0003786049196605745,0.00011864257248817012,-0.20304097527003823,-0.41811005520511224,0.054814913406878094,0.000449326209245036,0.00018530473331699148,-0.00017174962730924368
LARETS,2025-01-01 03:06:19.591488,5984.501220208479,-3259.722509267251,1846.729798250751,1.1624742039211924,-1.929951871893536,-7.170111965507658,5984.295366720622,-3259.55591553079,1846.9653086549938,1.162740583453342,-1.9303329796534854,-7.170166949087388,-0.20585348785698443,0.16659373646098175,0.2355104042428593,0.00026637953214958543,-0.00038110775994937285,-5.49835797301057e-05,-0.18979653810175695,-0.2992745130067157,0.0025143561269494116,0.00038735499595091865,0.00019147127729199112,-0.0001803308929879594
